时间,分钟能见度m,降水天气现象 ,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数 
2020-06-21 18:12:00,20000,0,24.7,64,4.9,316,4.9,316,4.6,337,4.3,327,786.1,38.7,1,0,0,0,0.82
2020-06-21 18:13:00,20000,0,24.7,64,4.2,316,4.2,316,4.5,322,4.5,328,786.1,38.8,1,0,0,0,0.82
2020-06-21 18:14:00,20000,0,24.6,65,4,349,4,349,4.3,321,4.8,329,786.1,39.1,1,0,0,0,0.82
2020-06-21 18:15:00,20000,0,24.6,64,3.8,316,3.8,316,4,329,4.8,329,786.1,39.1,1,0,0,0,0.82
2020-06-21 18:16:00,20000,0,24.6,65,4.7,313,4.7,313,4,321,4.8,329,786.1,38.8,1,0,0,0,0.82
2020-06-21 18:17:00,20000,0,24.5,65,3.2,313,3.2,313,4.1,311,4.7,329,786.1,38.3,1,0,0,0,0.82
2020-06-21 18:18:00,20000,0,24.4,65,5,311,5,311,4,309,4.6,327,786.2,38.1,1,0,0,0,0.82
2020-06-21 18:19:00,20000,0,24.3,66,4.4,318,4.4,318,4.3,310,4.4,323,786.2,37.9,1,0,0,0,0.82
2020-06-21 18:20:00,20000,0,24.2,66,4.2,305,4.2,305,4.5,311,4.3,320,786.2,37.9,1,0,0,0,0.82
2020-06-21 18:21:00,20000,0,24.1,67,2.7,351,2.7,351,3.9,317,4.1,318,786.2,37.9,1,0,0,0,0.82
2020-06-21 18:22:00,20000,0,24,66,4.2,335,4.2,335,3.4,334,4,319,786.2,37.9,1,0,0,0,0.82
2020-06-21 18:23:00,20000,0,23.9,67,4.1,330,4.1,330,3.7,337,4,321,786.2,37.6,1,0,0,0,0.82
2020-06-21 18:24:00,20000,0,23.7,68,4.1,345,4.1,345,4.1,334,4,322,786.2,37.7,1,0,0,0,0.82
2020-06-21 18:25:00,20000,0,23.5,68,3.4,340,3.4,340,3.9,339,4,323,786.2,37.8,1,0,0,0,0.82
2020-06-21 18:26:00,20000,0,23.4,69,3.6,333,3.6,333,3.6,339,3.9,325,786.2,37.8,1,0,0,0,0.82
2020-06-21 18:27:00,20000,0,23.3,69,3.3,327,3.3,327,3.4,331,3.8,327,786.2,37.9,1,0,0,0,0.82
2020-06-21 18:28:00,20000,0,23.2,69,3.9,317,3.9,317,3.5,324,3.8,328,786.2,38.2,1,0,0,0,0.82
2020-06-21 18:29:00,20000,0,23.3,69,2.8,318,2.8,318,3.4,317,3.7,329,786.2,38.4,1,0,0,0,0.82
2020-06-21 18:30:00,20000,0,23.3,69,3.3,334,3.3,334,3.2,318,3.5,330,786.3,38.4,1,0,0,0,0.82
2020-06-21 18:31:00,20000,0,23.4,69,3.6,340,3.6,340,3.2,328,3.5,331,786.2,38.4,1,0,0,0,0.82
2020-06-21 18:32:00,20000,0,23.3,69,3.1,342,3.1,342,3.4,337,3.5,330,786.2,38.5,1,0,0,0,0.82
2020-06-21 18:33:00,20000,0,23.3,70,2,311,2,311,2.9,333,3.4,330,786.3,38.7,1,0,0,0,0.82
2020-06-21 18:34:00,20000,0,23.3,70,2.3,343,2.3,343,2.3,324,3.2,328,786.2,38.9,1,0,0,0,0.82
2020-06-21 18:35:00,20000,0,23.4,69,3.1,336,3.1,336,2.4,330,3.1,328,786.2,38.8,1,0,0,0,0.82
2020-06-21 18:36:00,20000,0,23.4,69,2.1,328,2.1,328,2.6,334,3,327,786.2,38.8,1,0,0,0,0.82
2020-06-21 18:37:00,20000,0,23.5,69,1.1,341,1.1,341,2.1,331,2.8,328,786.3,38.4,1,0,0,0,0.82
2020-06-21 18:38:00,20000,0,23.6,69,2.2,312,2.2,312,1.6,329,2.6,328,786.3,38.4,1,0,0,0,0.82
2020-06-21 18:39:00,20000,0,23.6,69,3.2,311,3.2,311,2.1,317,2.5,328,786.3,38.3,1,0,0,0,0.82
2020-06-21 18:40:00,20000,0,23.7,69,3.2,319,3.2,319,2.9,310,2.5,327,786.3,37.8,1,0,0,0,0.82
2020-06-21 18:41:00,20000,0,23.6,69,3.5,317,3.5,317,3.2,313,2.5,325,786.3,37.9,1,0,0,0,0.82
2020-06-21 18:42:00,20000,0,23.6,69,3.4,311,3.4,311,3.3,313,2.5,322,786.3,37.8,1,0,0,0,0.82
2020-06-21 18:43:00,20000,0,23.6,69,3.8,311,3.8,311,3.5,311,2.6,320,786.3,37.8,1,0,0,0,0.82
2020-06-21 18:44:00,20000,0,23.5,69,3,320,3,320,3.5,312,2.8,319,786.3,37.7,1,0,0,0,0.82
2020-06-21 18:45:00,20000,0,23.5,69,3.6,315,3.6,315,3.3,316,2.8,317,786.3,37.4,1,0,0,0,0.82
2020-06-21 18:46:00,20000,0,23.5,69,3.9,314,3.9,314,3.5,315,2.9,316,786.3,37.1,1,0,0,0,0.82
2020-06-21 18:47:00,20000,0,23.4,69,2.8,316,2.8,316,3.5,312,3.1,314,786.3,37.2,1,0,0,0,0.82
2020-06-21 18:48:00,20000,0,23.4,69,3.6,318,3.6,318,3.2,313,3.3,313,786.3,37.2,1,0,0,0,0.82
2020-06-21 18:49:00,20000,0,23.3,69,3.7,312,3.7,312,3.4,313,3.4,313,786.3,37.2,1,0,0,0,0.82
2020-06-21 18:50:00,20000,0,23.3,69,3.2,318,3.2,318,3.5,312,3.4,313,786.3,37,1,0,0,0,0.82
2020-06-21 18:51:00,20000,0,23.3,69,3.5,315,3.5,315,3.4,313,3.4,313,786.3,37,1,0,0,0,0.82
2020-06-21 18:52:00,20000,0,23.3,69,3.7,325,3.7,325,3.4,317,3.4,314,786.3,37,1,0,0,0,0.82
2020-06-21 18:53:00,20000,0,23.3,69,3,315,3,315,3.4,320,3.4,315,786.3,37,1,0,0,0,0.82
2020-06-21 18:54:00,20000,0,23.3,69,3.3,316,3.3,316,3.2,317,3.4,315,786.3,36.7,1,0,0,0,0.82
2020-06-21 18:55:00,20000,0,23.2,69,2.5,304,2.5,304,3,311,3.3,314,786.4,36.5,1,0,0,0,0.82
2020-06-21 18:56:00,20000,0,23.2,70,2.5,306,2.5,306,2.7,305,3.2,313,786.4,36.6,1,0,0,0,0.82
2020-06-21 18:57:00,20000,0,23.2,70,2,332,2,332,2.3,309,3.1,313,786.4,36.4,1,0,0,0,0.82
2020-06-21 18:58:00,20000,0,23.1,70,1.8,334,1.8,334,2,323,3,315,786.4,36.4,1,0,0,0,0.82
2020-06-21 18:59:00,20000,0,23,70,1.7,309,1.7,309,1.8,324,2.8,315,786.3,36.6,1,0,0,0,0.82
2020-06-21 19:00:00,20000,0,23,70,1.8,354,1.8,354,1.7,321,2.6,317,786.3,36.8,1,0,0,0,0.82
2020-06-21 19:01:00,20000,0,23,70,1.6,340,1.6,340,1.7,336,2.4,320,786.3,36.4,1,0,0,0,0.82
2020-06-21 19:02:00,20000,0,22.9,70,1.5,343,1.5,343,1.6,342,2.2,322,786.3,36.7,1,0,0,0,0.82
2020-06-21 19:03:00,20000,0,22.9,70,2.1,344,2.1,344,1.6,340,2.1,324,786.3,36.7,1,0,0,0,0.82
2020-06-21 19:04:00,20000,0,22.9,70,1.8,346,1.8,346,1.8,341,2,326,786.3,36.7,1,0,0,0,0.82
2020-06-21 19:05:00,20000,0,22.9,71,1.5,348,1.5,348,1.8,343,1.8,330,786.3,37,1,0,0,0,0.82
2020-06-21 19:06:00,20000,0,23,71,1.8,272,1.8,272,1.6,329,1.7,331,786.3,37.3,1,0,0,0,0.82
2020-06-21 19:07:00,20000,0,23.1,70,1.7,220,1.7,220,1.6,276,1.7,327,786.3,37.1,1,0,0,0,0.82
2020-06-21 19:08:00,20000,0,23.1,70,1.9,302,1.9,302,1.7,251,1.7,322,786.3,36.6,1,0,0,0,0.82
2020-06-21 19:09:00,20000,0,23.1,70,1.4,332,1.4,332,1.7,288,1.7,321,786.3,36.2,1,0,0,0,0.82
2020-06-21 19:10:00,20000,0,23.1,70,1.5,331,1.5,331,1.5,322,1.6,322,786.3,36,1,0,0,0,0.82
2020-06-21 19:11:00,20000,0,23,71,1.5,343,1.5,343,1.4,332,1.6,320,786.3,35.8,1,0,0,0,0.82
2020-06-21 19:12:00,20000,0,23,71,2.2,349,2.2,349,1.6,338,1.7,321,786.4,35.9,1,0,0,0,0.82
2020-06-21 19:13:00,20000,0,22.9,71,2.1,352,2.1,352,1.9,344,1.7,321,786.4,35.9,1,0,0,0,0.82
2020-06-21 19:14:00,20000,0,22.9,71,1.9,345,1.9,345,2,347,1.7,322,786.4,35.8,1,0,0,0,0.82
2020-06-21 19:15:00,20000,0,22.8,71,2.1,353,2.1,353,2,347,1.7,322,786.4,35.9,1,0,0,0,0.82
2020-06-21 19:16:00,20000,0,22.8,71,1.8,355,1.8,355,1.9,349,1.8,327,786.4,36,1,0,0,0,0.82
2020-06-21 19:17:00,20000,0,22.8,71,1.5,346,1.5,346,1.8,351,1.8,335,786.4,36.3,1,0,0,0,0.82
2020-06-21 19:18:00,20000,0,22.7,71,1.7,348,1.7,348,1.6,347,1.7,341,786.4,36.2,1,0,0,0,0.82
2020-06-21 19:19:00,20000,0,22.8,71,2.4,203,2.4,203,1.8,331,1.8,342,786.4,36,1,0,0,0,0.82
2020-06-21 19:20:00,20000,0,22.8,71,0.5,169,0.5,169,1.7,202,1.8,341,786.4,36,1,0,0,0,0.82
2020-06-21 19:21:00,20000,0,22.9,71,1.4,208,1.4,208,1.2,183,1.7,338,786.4,36.2,1,0,0,0,0.82
2020-06-21 19:22:00,20000,0,22.9,71,2.1,344,2.1,344,1.3,204,1.7,333,786.4,35.8,1,0,0,0,0.82
2020-06-21 19:23:00,20000,0,22.9,71,2.1,334,2.1,334,1.9,317,1.7,330,786.5,35.6,1,0,0,0,0.82
2020-06-21 19:24:00,20000,0,22.8,71,2.5,335,2.5,335,2.1,333,1.7,327,786.5,35.5,1,0,0,0,0.82
2020-06-21 19:25:00,20000,0,22.7,71,2.4,335,2.4,335,2.3,333,1.8,324,786.5,35.2,1,0,0,0,0.82
2020-06-21 19:26:00,20000,0,22.5,72,2.6,341,2.6,341,2.4,336,1.8,321,786.5,34.9,1,0,0,0,0.82
2020-06-21 19:27:00,20000,0,22.4,72,3.3,347,3.3,347,2.7,339,2,320,786.5,34.9,1,0,0,0,0.82
2020-06-21 19:28:00,20000,0,22.3,72,2.7,348,2.7,348,2.9,343,2.1,320,786.5,35.2,1,0,0,0,0.82
2020-06-21 19:29:00,20000,0,22.2,73,2.9,347,2.9,347,2.9,344,2.2,326,786.5,35.3,1,0,0,0,0.82
2020-06-21 19:30:00,20000,0,22.2,73,2.6,349,2.6,349,2.7,344,2.3,333,786.5,35.3,1,0,0,0,0.82
2020-06-21 19:31:00,20000,0,22.1,73,1,2,1,2,2.3,348,2.4,338,786.5,35.3,1,0,0,0,0.82
2020-06-21 19:32:00,20000,0,22.2,73,1.8,0,1.8,0,1.6,355,2.4,342,786.5,35.3,1,0,0,0,0.82
2020-06-21 19:33:00,20000,0,22.2,73,2.4,353,2.4,353,1.7,357,2.4,344,786.5,35.9,1,0,0,0,0.82
2020-06-21 19:34:00,20000,0,22.2,73,3,342,3,342,2.3,350,2.4,346,786.5,35.4,1,0,0,0,0.82
2020-06-21 19:35:00,20000,0,22.2,73,3.1,342,3.1,342,2.8,342,2.5,346,786.5,34.5,1,0,0,0,0.82
2020-06-21 19:36:00,20000,0,22.1,73,3,328,3,328,3,336,2.5,346,786.5,34.4,1,0,0,0,0.82
2020-06-21 19:37:00,20000,0,21.9,74,2.9,350,2.9,350,3,334,2.5,345,786.5,34.2,1,0,0,0,0.82
2020-06-21 19:38:00,20000,0,21.8,74,2.9,345,2.9,345,2.9,342,2.5,346,786.5,34.1,1,0,0,0,0.82
2020-06-21 19:39:00,20000,0,21.7,74,2.4,356,2.4,356,2.7,348,2.5,346,786.5,34.2,1,0,0,0,0.82
2020-06-21 19:40:00,20000,0,21.7,74,2.1,354,2.1,354,2.4,351,2.4,347,786.5,34.5,1,0,0,0,0.82
2020-06-21 19:41:00,20000,0,21.7,75,1.9,334,1.9,334,2.1,346,2.5,346,786.5,34.9,1,0,0,0,0.82
2020-06-21 19:42:00,20000,0,21.7,75,1.6,295,1.6,295,1.8,327,2.5,341,786.5,35.3,1,0,0,0,0.82
2020-06-21 19:43:00,20000,0,21.8,74,2.7,306,2.7,306,1.9,306,2.5,336,786.6,35.3,1,0,0,0,0.82
2020-06-21 19:44:00,20000,0,21.9,74,2.9,314,2.9,314,2.4,303,2.5,332,786.6,35,1,0,0,0,0.82
2020-06-21 19:45:00,20000,0,21.9,74,2.4,311,2.4,311,2.7,308,2.5,329,786.6,35,1,0,0,0,0.82
2020-06-21 19:46:00,20000,0,22,73,2.5,310,2.5,310,2.5,309,2.4,326,786.6,35,1,0,0,0,0.82
2020-06-21 19:47:00,20000,0,22,73,1.8,354,1.8,354,2.3,318,2.3,325,786.6,34.9,1,0,0,0,0.82
2020-06-21 19:48:00,20000,0,22,73,2.1,355,2.1,355,2,340,2.2,326,786.6,34.9,1,0,0,0,0.82
2020-06-21 19:49:00,20000,0,22,73,1.8,352,1.8,352,1.9,352,2.2,326,786.6,34.6,1,0,0,0,0.82
2020-06-21 19:50:00,20000,0,22,73,1.7,352,1.7,352,1.8,351,2.1,326,786.6,34.3,1,0,0,0,0.82
2020-06-21 19:51:00,20000,0,22,74,2.9,350,2.9,350,2,350,2.1,327,786.5,34.1,1,0,0,0,0.82
2020-06-21 19:52:00,20000,0,21.9,74,2.9,350,2.9,350,2.5,350,2.3,331,786.5,34,1,0,0,0,0.82
2020-06-21 19:53:00,20000,0,21.8,74,2.9,334,2.9,334,2.9,345,2.3,335,786.6,33.8,1,0,0,0,0.82
2020-06-21 19:54:00,20000,0,21.7,74,3.1,345,3.1,345,2.9,338,2.3,338,786.6,33.6,1,0,0,0,0.82
2020-06-21 19:55:00,20000,0,21.7,74,3.1,345,3.1,345,3,340,2.4,341,786.6,33.6,1,0,0,0,0.82
2020-06-21 19:56:00,20000,0,21.6,74,2.6,341,2.6,341,2.9,343,2.4,345,786.6,33.9,1,0,0,0,0.82
2020-06-21 19:57:00,20000,0,21.5,75,2.4,352,2.4,352,2.6,343,2.5,346,786.6,34.3,1,0,0,0,0.82
2020-06-21 19:58:00,20000,0,21.5,75,2.1,1,2.1,1,2.3,349,2.5,346,786.6,34.3,1,0,0,0,0.82
2020-06-21 19:59:00,20000,0,21.6,75,3.2,350,3.2,350,2.4,355,2.6,347,786.6,33.8,1,0,0,0,0.82
2020-06-21 20:00:00,20000,0,21.6,75,3.2,350,3.2,350,2.9,352,2.7,347,786.6,33.4,1,0,0,0,0.82
2020-06-21 20:01:00,20000,0,21.4,75,2.8,339,2.8,339,3.1,346,2.8,346,786.6,33.4,1,0,0,0,0.82
2020-06-21 20:02:00,20000,0,21.3,75,2.4,356,2.4,356,2.8,343,2.8,345,786.7,33.4,1,0,0,0,0.82
2020-06-21 20:03:00,20000,0,21.3,76,2,351,2,351,2.4,348,2.7,346,786.7,33.6,1,0,0,0,0.82
2020-06-21 20:04:00,20000,0,21.2,76,1.5,0,1.5,0,1.9,353,2.6,348,786.7,33.6,1,0,0,0,0.82
2020-06-21 20:05:00,20000,0,21.2,76,1.6,350,1.6,350,1.6,355,2.4,349,786.7,33.6,1,0,0,0,0.82
2020-06-21 20:06:00,20000,0,21.2,76,1.6,4,1.6,4,1.5,355,2.3,351,786.7,33.2,1,0,0,0,0.82
2020-06-21 20:07:00,20000,0,21.2,76,1.3,308,1.3,308,1.5,345,2.2,350,786.7,33.2,1,0,0,0,0.82
2020-06-21 20:08:00,20000,0,21.2,76,1,354,1,354,1.3,330,2.1,347,786.7,33.7,1,0,0,0,0.82
2020-06-21 20:09:00,20000,0,21.2,76,1,354,1,354,1,338,1.9,346,786.7,33.3,1,0,0,0,0.82
2020-06-21 20:10:00,20000,0,21.2,75,3.2,339,3.2,339,1.5,346,1.8,346,786.7,33.3,1,0,0,0,0.82
2020-06-21 20:11:00,20000,0,21.1,75,3.2,350,3.2,350,2.6,342,1.8,346,786.8,33.3,1,0,0,0,0.82
2020-06-21 20:12:00,20000,0,21.1,76,3.7,346,3.7,346,3.3,344,1.9,346,786.8,32.9,1,0,0,0,0.82
2020-06-21 20:13:00,20000,0,21.1,76,3.7,346,3.7,346,3.5,346,2,345,786.8,33.2,1,0,0,0,0.82
2020-06-21 20:14:00,20000,0,21,76,1.8,350,1.8,350,3.2,346,2.1,344,786.8,33.4,1,0,0,0,0.82
2020-06-21 20:15:00,20000,0,21,76,2.5,25,2.5,25,2.4,356,2.2,345,786.8,33.4,1,0,0,0,0.82
2020-06-21 20:16:00,20000,0,21,76,3.2,358,3.2,358,2.4,8,2.3,347,786.8,33,1,0,0,0,0.82
2020-06-21 20:17:00,20000,0,21,76,3.2,358,3.2,358,3,2,2.5,349,786.8,32.5,1,0,0,0,0.82
2020-06-21 20:18:00,20000,0,20.8,76,1.6,320,1.6,320,2.8,347,2.6,350,786.8,32.5,1,0,0,0,0.82
2020-06-21 20:19:00,20000,0,20.7,77,1.4,346,1.4,346,1.9,335,2.7,348,786.8,32.7,1,0,0,0,0.82
2020-06-21 20:20:00,20000,0,20.7,77,1.1,340,1.1,340,1.3,337,2.6,348,786.8,32.7,1,0,0,0,0.82
2020-06-21 20:21:00,20000,0,20.7,77,0.8,329,0.8,329,1.1,337,2.4,347,786.8,32.5,1,0,0,0,0.82
2020-06-21 20:22:00,20000,0,20.7,77,0.9,14,0.9,14,0.9,339,2.1,347,786.8,32.5,1,0,0,0,0.82
2020-06-21 20:23:00,20000,0,20.7,77,1.5,345,1.5,345,1,352,1.9,348,786.8,32.8,1,0,0,0,0.82
2020-06-21 20:24:00,20000,0,20.7,77,2.4,338,2.4,338,1.5,349,1.8,348,786.8,32.8,1,0,0,0,0.82
2020-06-21 20:25:00,20000,0,20.7,77,1.7,341,1.7,341,1.9,338,1.8,345,786.8,32.8,1,0,0,0,0.82
2020-06-21 20:26:00,20000,0,20.7,77,1.4,323,1.4,323,1.8,334,1.6,341,786.8,32.9,1,0,0,0,0.82
2020-06-21 20:27:00,20000,0,20.7,77,1.7,331,1.7,331,1.5,327,1.5,338,786.8,33,1,0,0,0,0.82
2020-06-21 20:28:00,20000,0,20.7,77,1.6,337,1.6,337,1.5,328,1.4,337,786.8,32.9,1,0,0,0,0.82
2020-06-21 20:29:00,20000,0,20.7,77,1.4,332,1.4,332,1.5,332,1.4,337,786.8,32.8,1,0,0,0,0.82
2020-06-21 20:30:00,20000,0,20.7,77,1.3,336,1.3,336,1.4,332,1.4,336,786.8,32.8,1,0,0,0,0.82
2020-06-21 20:31:00,20000,0,20.7,77,1.4,2,1.4,2,1.3,339,1.4,337,786.8,33.1,1,0,0,0,0.82
2020-06-21 20:32:00,20000,0,20.7,77,1.6,335,1.6,335,1.4,347,1.5,338,786.8,32.9,1,0,0,0,0.82
2020-06-21 20:33:00,20000,0,20.8,77,1.9,322,1.9,322,1.6,338,1.6,335,786.8,32.9,1,0,0,0,0.82
2020-06-21 20:34:00,20000,0,20.8,77,1.7,320,1.7,320,1.7,324,1.6,333,786.8,32.8,1,0,0,0,0.82
2020-06-21 20:35:00,20000,0,20.8,77,0.9,353,0.9,353,1.5,327,1.5,332,786.9,32.8,1,0,0,0,0.82
2020-06-21 20:36:00,20000,0,20.8,77,0.8,345,0.8,345,1,341,1.4,334,786.9,33.3,1,0,0,0,0.82
2020-06-21 20:37:00,20000,0,20.9,76,1.3,350,1.3,350,0.9,347,1.4,336,786.9,33.4,1,0,0,0,0.82
2020-06-21 20:38:00,20000,0,20.9,76,1.2,319,1.2,319,1.1,340,1.3,337,786.9,33.4,1,0,0,0,0.82
2020-06-21 20:39:00,20000,0,20.9,76,1.3,347,1.3,347,1.2,331,1.3,336,786.9,32.8,1,0,0,0,0.82
2020-06-21 20:40:00,20000,0,20.9,76,1.3,356,1.3,356,1.2,339,1.3,338,787,32.7,1,0,0,0,0.82
2020-06-21 20:41:00,20000,0,20.9,76,0.9,349,0.9,349,1.2,349,1.3,338,787,32.9,1,0,0,0,0.82
2020-06-21 20:42:00,20000,0,20.9,77,0.7,315,0.7,315,0.9,340,1.2,337,787,33.1,1,0,0,0,0.82
2020-06-21 20:43:00,20000,0,20.9,76,0.8,344,0.8,344,0.7,328,1.1,336,787,33.3,1,0,0,0,0.82
2020-06-21 20:44:00,20000,0,21,76,0.6,307,0.6,307,0.7,325,1,337,787,33.4,1,0,0,0,0.82
2020-06-21 20:45:00,20000,0,21.1,76,1.2,348,1.2,348,0.7,323,0.9,336,787,33.8,1,0,0,0,0.82
2020-06-21 20:46:00,20000,0,21.1,76,1.6,354,1.6,354,1.1,335,1,336,787.1,33.3,1,0,0,0,0.82
2020-06-21 20:47:00,20000,0,21.1,76,1.7,339,1.7,339,1.5,345,1.1,335,787,33,1,0,0,0,0.82
2020-06-21 20:48:00,20000,0,21.1,76,1.6,338,1.6,338,1.6,339,1.1,336,787,32.7,1,0,0,0,0.82
2020-06-21 20:49:00,20000,0,21.1,76,1.5,0,1.5,0,1.6,340,1.1,337,787.1,32.6,1,0,0,0,0.82
2020-06-21 20:50:00,20000,0,21.1,76,1.5,7,1.5,7,1.5,354,1.1,339,787.1,32.7,1,0,0,0,0.82
2020-06-21 20:51:00,20000,0,21.1,76,1.1,357,1.1,357,1.4,1,1.2,340,787.1,33.1,1,0,0,0,0.82
2020-06-21 20:52:00,20000,0,21.1,76,1.3,351,1.3,351,1.2,356,1.2,342,787.1,33.3,1,0,0,0,0.82
2020-06-21 20:53:00,20000,0,21.1,76,1.5,309,1.5,309,1.2,341,1.3,342,787.2,33.4,1,0,0,0,0.82
2020-06-21 20:54:00,20000,0,21.2,76,1.1,356,1.1,356,1.3,328,1.3,343,787.2,33.4,1,0,0,0,0.82
2020-06-21 20:55:00,20000,0,21.2,75,1.1,356,1.1,356,1.2,342,1.4,346,787.2,33.4,1,0,0,0,0.82
2020-06-21 20:57:00,20000,0,21.4,75,1.4,336,1.4,336,1.3,352,1.3,347,787.2,33.2,1,0,0,0,0.82
2020-06-21 20:58:00,20000,0,21.4,75,2.6,344,2.6,344,1.6,342,1.3,348,787.2,33,1,0,0,0,0.82
2020-06-21 20:59:00,20000,0,21.3,74,3.8,350,3.8,350,2.5,341,1.5,347,787.2,32.2,1,0,0,0,0.82
2020-06-21 21:00:00,20000,0,21.2,74,3.9,349,3.9,349,3.5,346,1.7,346,787.2,31.8,1,0,0,0,0.82
2020-06-21 21:01:00,20000,0,21.1,75,2.8,348,2.8,348,3.6,346,1.9,344,787.2,31.6,1,0,0,0,0.82
2020-06-21 21:02:00,20000,0,21,75,2.7,4,2.7,4,3,348,2.1,344,787.2,31.8,1,0,0,0,0.82
2020-06-21 21:03:00,20000,0,20.9,76,3,352,3,352,2.7,353,2.3,347,787.2,31.8,1,0,0,0,0.82
2020-06-21 21:04:00,20000,0,20.9,76,3.1,343,3.1,343,2.9,350,2.4,348,787.2,31.7,1,0,0,0,0.82
2020-06-21 21:05:00,20000,0,20.8,76,3,333,3,333,3,340,2.6,346,787.2,31.5,1,0,0,0,0.82
2020-06-21 21:06:00,20000,0,20.7,76,2.8,346,2.8,346,2.9,336,2.8,344,787.3,31.4,1,0,0,0,0.82
2020-06-21 21:07:00,20000,0,20.7,76,3,358,3,358,2.9,343,2.9,344,787.3,31.2,1,0,0,0,0.82
2020-06-21 21:08:00,20000,0,20.6,76,3.1,342,3.1,342,2.9,348,3,346,787.3,31,1,0,0,0,0.82
2020-06-21 21:09:00,20000,0,20.5,76,3.2,335,3.2,335,3,342,3,345,787.3,30.8,1,0,0,0,0.82
2020-06-21 21:10:00,20000,0,20.4,77,2.7,349,2.7,349,3,338,3,344,787.3,30.8,1,0,0,0,0.82
2020-06-21 21:11:00,20000,0,20.3,77,3.2,345,3.2,345,2.9,342,2.9,344,787.3,30.8,1,0,0,0,0.82
2020-06-21 21:12:00,20000,0,20.2,77,3.3,339,3.3,339,3,342,3,343,787.3,30.7,1,0,0,0,0.82
2020-06-21 21:13:00,20000,0,20.2,77,3.2,351,3.2,351,3.2,341,3,341,787.3,30.7,1,0,0,0,0.82
2020-06-21 21:14:00,20000,0,20.2,77,3.2,355,3.2,355,3.2,347,3,342,787.4,31.1,1,0,0,0,0.82
2020-06-21 21:15:00,20000,0,20.1,77,4,348,4,348,3.3,351,3.1,344,787.4,30.3,1,0,0,0,0.82
2020-06-21 21:16:00,20000,0,20,77,4,340,4,340,3.7,346,3.2,344,787.4,30.6,1,0,0,0,0.82
2020-06-21 21:17:00,20000,0,20,78,3.1,349,3.1,349,3.7,342,3.2,344,787.4,30.6,1,0,0,0,0.82
2020-06-21 21:19:00,20000,0,19.9,78,3.6,339,3.6,339,3.2,340,3.3,343,787.5,30.5,1,0,0,0,0.82
2020-06-21 21:20:00,20000,0,19.8,78,4,351,4,351,3.5,339,3.4,343,787.5,30.3,1,0,0,0,0.82
2020-06-21 21:21:00,20000,0,19.7,78,2.9,347,2.9,347,3.6,344,3.4,343,787.5,30.3,1,0,0,0,0.82
2020-06-21 21:22:00,20000,0,19.7,79,2.8,350,2.8,350,3.1,347,3.4,344,787.5,30.4,1,0,0,0,0.82
2020-06-21 21:24:00,20000,0,19.7,79,3.6,351,3.6,351,3.4,350,3.4,345,787.5,30.9,1,0,0,0,0.82
2020-06-21 21:25:00,20000,0,19.8,79,3.5,329,3.5,329,3.6,344,3.4,344,787.6,30.6,1,0,0,0,0.82
2020-06-21 21:26:00,20000,0,19.7,79,3.2,345,3.2,345,3.4,336,3.4,343,787.6,30.6,1,0,0,0,0.82
2020-06-21 21:27:00,20000,0,19.8,79,2.4,328,2.4,328,3,334,3.3,342,787.6,30.8,1,0,0,0,0.82
2020-06-21 21:28:00,20000,0,19.8,79,1,346,1,346,2.2,334,3.1,341,787.6,31,1,0,0,0,0.82
2020-06-21 21:29:00,20000,0,19.8,79,2.4,350,2.4,350,1.7,340,3,342,787.6,31.2,1,0,0,0,0.82
2020-06-21 21:30:00,20000,0,19.9,78,3,349,3,349,2.1,347,2.9,343,787.6,31.1,1,0,0,0,0.82
2020-06-21 21:31:00,20000,0,19.9,78,3.3,353,3.3,353,2.9,347,2.8,343,787.6,30.8,1,0,0,0,0.82
2020-06-21 21:32:00,20000,0,19.9,78,2.9,351,2.9,351,3.1,348,2.9,343,787.5,30.5,1,0,0,0,0.82
2020-06-21 21:33:00,20000,0,19.8,78,2.3,329,2.3,329,2.8,344,2.8,342,787.5,30.7,1,0,0,0,0.82
2020-06-21 21:34:00,20000,0,19.8,79,1.4,341,1.4,341,2.2,335,2.6,340,787.6,31,1,0,0,0,0.82
2020-06-21 21:35:00,20000,0,19.8,79,1.5,358,1.5,358,1.6,339,2.4,341,787.6,31,1,0,0,0,0.82
2020-06-21 21:36:00,20000,0,19.8,79,1.3,7,1.3,7,1.4,353,2.2,344,787.6,30.8,1,0,0,0,0.82
2020-06-21 21:38:00,20000,0,19.9,78,0.9,346,0.9,346,1.1,355,2,348,787.6,30.7,1,0,0,0,0.82
2020-06-21 21:39:00,20000,0,19.9,78,0.5,3,0.5,3,0.8,351,1.9,348,787.6,31,1,0,0,0,0.82
2020-06-21 21:40:00,20000,0,19.9,78,0.5,18,0.5,18,0.6,359,1.7,350,787.6,31,1,0,0,0,0.82
2020-06-21 21:41:00,20000,0,19.9,78,1.1,181,1.1,181,0.6,14,1.4,351,787.6,31.2,1,0,0,0,0.82
2020-06-21 21:42:00,20000,0,20,78,0.3,173,0.3,173,0.7,167,1.2,351,787.7,31.6,1,0,0,0,0.82
